id,MedHouseVal
37137,0.4349973491221999
37138,0.931223371677043
37139,3.7434526489382933
37140,3.2709815133092803
37141,2.241451172087273
37142,3.2988124154926513
37143,1.727961240293183
37144,2.0933482428241375
37145,1.0904666922700021
37146,1.132848708660985
37147,2.2607992084394053
37148,1.9096666049254511
37149,1.3796471175202205
37150,1.8145838016775317
37151,2.067251678096498
37152,3.4019495524397723
37153,1.6388840625384242
37154,2.2477385116401014
37155,2.1519636020736908
37156,0.7221037294491406
37157,2.5823196943293576
37158,1.6236181478146283
37159,1.4144124037427717
37160,0.4290235248364662
37161,2.315223062575246
37162,2.6021581190514254
37163,2.848543330511064
37164,1.735575470233905
37165,3.157991642898294
37166,2.2009328971066697
37167,4.159322302060174
37168,4.374414360512489
37169,1.5095020811854303
37170,0.2230980983924351
37171,2.9844364907059133
37172,3.9712293040893973
37173,2.6422396754589794
37174,1.59515737939832
37175,1.0689084876955093
37176,2.358754026333341
37177,2.152881276967153
37178,1.7003695420335738
37179,1.3678218550762393
37180,3.5954483168625186
37181,2.427195633482013
37182,0.674048681078119
37183,2.566018627297693
37184,3.134394654206055
37185,2.8970516015183816
37186,1.9736370643246794
37187,1.7666929775493578
37188,2.950383893253138
37189,1.414723860015998
37190,2.1951970708346256
37191,2.0404136496501026
37192,1.0512960214554337
37193,3.079792176629384
37194,1.1564587823792074
37195,2.443805499744967
37196,1.5726645419256953
37197,1.4947980643965848
37198,1.7615110651264536
37199,1.9755643873546542
37200,3.5079633732741136
37201,2.9686271610081665
37202,2.4452633773924908
37203,2.283627184347752
37204,2.19617749819977
37205,2.7216460720761804
37206,2.5026788275932583
37207,2.111517580484547
37208,0.893851185574462
37209,2.876680429494104
37210,3.9792715180093494
37211,3.65451539564343
37212,1.542128675299801
37213,3.0827573526225907
37214,1.0338572438527855
37215,0.7850190255799956
37216,1.8588152231869053
37217,1.4424748587484824
37218,2.7081074719701057
37219,1.2192716656693459
37220,2.296728196743979
37221,0.9164926224033376
37222,1.6166780532731635
37223,2.0013978204726035
37224,2.8700827012067363
37225,2.0894120713663797
37226,4.213937483839625
37227,2.099324451511862
37228,0.47158678380319374
37229,2.085360289626548
37230,2.338894090197652
37231,0.3497757820735239
37232,3.7069409452733852
37233,0.9675713075443921
37234,0.5251163005925232
37235,1.9935362062705342
37236,2.951634751527017
37237,2.68985425444945
37238,3.8836281541318582
37239,0.8523944424098402
37240,0.9643007410550144
37241,2.2070843316532396
37242,3.0671249033747836
37243,2.7098698576584512
37244,0.9378582693226176
37245,2.7598847187162083
37246,1.5655776791492229
37247,1.4999938848244911
37248,1.805856049847581
37249,3.2347363318524276
37250,1.0809410954085326
37251,2.2576832306357852
37252,1.7225519358583827
37253,2.497493791503744
37254,1.8851815680213995
37255,1.736557765224875
37256,2.425622306891388
37257,4.126828123093332
37258,1.487672363996547
37259,3.2742281925543337
37260,1.874243343403366
37261,2.108662718904033
37262,2.280666093721867
37263,1.4328580179321178
37264,1.4135535793153169
37265,3.2810214675515943
37266,1.7923941049886731
37267,2.918781788846986
37268,1.316187435900392
37269,0.8248724505744429
37270,2.033564057655362
37271,2.7003136161816306
37272,1.2494250818296098
37273,1.9144171358752178
37274,1.0971408471694883
37275,2.8782583138427302
37276,1.1576786313014247
37277,1.7378630610564552
37278,1.7164954448498917
37279,2.949430382684422
37280,2.952429535435718
37281,4.078363929636417
37282,1.956932757015067
37283,2.556769683103763
37284,3.815981074139487
37285,2.410410167396185
37286,2.846091184702818
37287,2.326279164822763
37288,0.8356594587651811
37289,1.0563431224522684
37290,0.827444885333275
37291,1.9207482993333205
37292,1.7125971892467833
37293,1.4008877567232763
37294,1.7478995283968615
37295,0.4771237848276957
37296,0.4791115782568316
37297,0.9691878826912099
37298,1.9410283860115305
37299,2.833995871126131
37300,1.8328835497967795
37301,2.2759013665489287
37302,0.6902991362495221
